Date,Calories (kcal),Distance,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Strength training duration (ms)
26/05/16,1931.117798,7869.383789,67,67,67,43.44309616,-80.55010223,43.47592545,-80.49308014,1.451243877,15.77015591,0.505667865,13025,,,,,73978640,6731503,446923,322093
27/05/16,1994.540527,7743.583008,,,,43.46429825,-80.54506683,43.48997116,-80.49236298,2.631948948,21.00000191,0.50695169,13103,,,,,73821641,8979474,124092,99747
28/05/16,1894.084106,5627.004883,,,,43.46541214,-80.55326843,43.47536087,-80.54152679,1.257485986,10.580019,0.540832698,11572,,,,,72429087,6951215,315630,48629
29/05/16,1533.989502,285.2060547,,,,43.46559143,-80.54309845,43.46608353,-80.54137421,1.146528482,6.039999962,0.642806351,1987,,,,,83706199,1026304,,59790
30/05/16,1650.947266,2439.928223,,,,43.46491623,-80.54502869,43.47267151,-80.54014587,1.274529934,2.305558443,0.708801806,5318,,,,,78638033,2364330,414130,
31/05/16,1776.662231,4474.375,,,,43.46546555,-80.5503006,43.47523499,-80.54064941,1.189164281,2.957465172,0.501597464,9142,,,,590417,76939563,4127744,319039,
01/06/16,1647.747925,2853.503662,,,,43.46567917,-80.54537964,43.47286606,-80.54202271,1.566208482,3.159192801,0.515460968,6702,,,,,78317024,3077130,,96554
02/06/16,1639.381348,2729.786377,,,,43.46536255,-80.54471588,43.47232819,-80.54137421,1.399091721,4.088532925,0.506063223,5058,,,,,81570272,1846569,505565,51908
03/06/16,1614.091675,2718.986816,,,,43.46357727,-80.54304504,43.47263718,-80.53678894,2.305539131,4.224275112,0.570701361,4497,,,,,83313359,1905907,275108,42969
04/06/16,1715.814453,3417.664795,,,,43.46384811,-80.54334259,43.47650528,-80.51387787,1.150207996,14.61008549,0.516236365,7896,,,,,74453156,4404580,,42573
05/06/16,1628.905273,2929.067871,,,,43.46516418,-80.5496521,43.47478485,-80.54229736,4.900139332,8.880005836,0.505667865,6210,,,,,82727801,2163936,200413,50880
06/06/16,1683.72168,3367.383789,,,,43.46523666,-80.54443359,43.47261047,-80.53652954,0.995218098,5.449999809,0.520096123,7725,,,,,80497317,3314970,232069,43537
07/06/16,1620.011963,2656.782959,,,,43.46324158,-80.54508209,43.4725914,-80.54116821,0.917981565,3.311857462,0.521536171,5802,,,,,81639041,2657434,,43710
08/06/16,1814.58667,4660.741699,,,,43.46553802,-80.54928589,43.51568604,-80.49185181,4.05039978,14.86001301,0.500099957,9410,,,,,74784442,5184282,450526,45522
09/06/16,1864.365967,6950.991211,,,,43.45998001,-80.54601288,43.47253799,-80.53411102,1.253125072,3.339056492,0.530094266,14219,,,,,77547060,6836250,64926,42734
10/06/16,2036.309937,8972.435547,,,,43.46258163,-80.54685211,43.50004959,-80.49199677,1.614819527,15.18296432,0.510881543,17733,,,,,71612083,9127163,558645,50161
11/06/16,1728.160645,4323.163574,,,,43.46359253,-80.54984283,43.47514343,-80.53687286,1.759784937,9.500889778,0.513517261,7743,,,,,79166438,4663911,,48565
12/06/16,1687.331787,4598.891113,,,,43.46556091,-80.54968262,43.47488022,-80.54225159,1.400519013,3.802906752,0.565685391,7803,,,,,80538831,3688464,,54187
13/06/16,1662.328003,3528.643066,,,,43.46563721,-80.5458374,43.47333145,-80.5370636,1.008912802,1.940232038,0.577061534,12361,,,,,80992017,3412057,,62893
14/06/16,1668.151611,4002.269775,,,,43.46308899,-80.54959869,43.47472763,-80.54178619,1.002494216,3.086907625,0.529244781,7664,,,,,81940811,3519096,,56458
15/06/16,1620.559204,2329.763672,,,,43.46541595,-80.54502869,43.47235107,-80.54029846,2.716538668,4.59001112,0.500099957,4933,,,,,80643307,2744012,,
16/06/16,1637.235718,2661.202148,,,,43.46567535,-80.54519653,43.47262192,-80.5406189,1.218506813,2.883834124,0.550000012,5934,,,,,78313590,2956710,,55985
17/06/16,1715.109131,3975.849365,,,,43.46397018,-80.54577637,43.47683334,-80.51403046,1.615748882,12.08006573,0.502195179,7885,,,,,77694501,4461115,,25157
18/06/16,1546.214844,397.7536621,,,,43.46541214,-80.5429306,43.4659462,-80.54233551,4.086391926,8.029999733,0.520864666,1778,,,,,83723436,1247444,,63562
19/06/16,1552.87561,968.3434448,,,,43.46532822,-80.55002594,43.47515488,-80.5421524,1.733048558,11.63003826,0.556596756,3232,,,,,79969362,1373773,,62299
20/06/16,1592.847168,2184.926514,,,,43.46567535,-80.54441071,43.47070694,-80.54182434,2.873355627,6.600189686,0.516623676,5152,,,,,82303447,2227504,,
21/06/16,1842.374146,6315.30957,,,,43.46372223,-80.59326172,43.50111771,-80.52346802,1.793522716,17.68206215,0.528109848,11601,,,,,75222245,5534950,588087,
22/06/16,1760.407227,4601.036133,,,,43.46497345,-80.54512024,43.47267914,-80.5369873,1.371326327,6.179999828,0.52038449,8063,,,,,75212764,4362151,382331,
23/06/16,1747.293945,4654.530762,,,,43.44039536,-80.56787109,43.4739418,-80.49201965,2.349615097,15.82102394,0.502195179,9045,,,,,69864278,4371767,276743,
24/06/16,1733.411133,3489.416748,,,,43.46541214,-80.54833221,43.48171997,-80.52341461,1.500334382,10.79066753,0.526117861,6155,,,,,76426818,1941399,1264034,
25/06/16,1614.995117,2199.927002,,,,43.4655838,-80.54800415,43.47470093,-80.54225159,4.925560951,11.11007214,0.50999999,4681,,,,,82843462,2634933,,
26/06/16,1936.229004,8133.16748,,,,43.4633522,-80.55001831,43.47699356,-80.53471375,3.526715279,14.77012253,0.52469033,11337,,,,931831,77413771,4805669,1227813,
27/06/16,1661.254883,2096.070557,,,,43.46448517,-80.54275513,43.46603012,-80.54214478,2.890017271,2.890017271,2.890017271,5362,,,,,79681151,2237529,526666,35744
28/06/16,1718.268799,4261.773926,,,,43.46372223,-80.568573,43.47501373,-80.53968048,,,,9159,,,,,78615238,3761042,189737,202175
29/06/16,1724.442627,3541.36499,,,,43.46560287,-80.54283142,43.47266769,-80.53627777,1.43103075,1.994918585,0.576974869,6101,,,,,82103339,1714881,1179407,32745
30/06/16,1789.862915,5669.807129,,,,43.46544647,-80.54524994,43.47275162,-80.53675842,1.163446307,2.231098413,0.5,11993,,,,,78838788,5637422,89472,32609
01/07/16,1873.5625,6246.435547,,,,43.46343613,-80.55235291,43.47556686,-80.53739166,2.103182793,5.716380119,0.54230988,11033,,,,,76595589,3711961,1637941,
02/07/16,1778.98938,4521.042969,,,,43.46361923,-80.54298401,43.5182457,-80.49355316,1.741440177,16.60091591,0.550363541,8352,,,,,77588826,3294200,1005518,
03/07/16,1661.567383,2948.121582,,,,43.46340942,-80.54285431,43.47415924,-80.53549957,0.890813768,1.390575409,0.530848324,5962,,,,,80937019,2266426,503300,52913
04/07/16,1688.145264,3260.480469,,,,43.46573639,-80.54507446,43.47302246,-80.53992462,2.54683423,7.984948158,0.514781475,6188,,,,,78281559,2397074,668751,45440
05/07/16,1890.745483,7940.958984,,,,43.46527863,-80.55001068,43.47492218,-80.5369339,1.125416517,2.020098925,0.545893788,12055,,,,,78515274,5961954,679850,49803
06/07/16,1968.486816,8819.744141,,,,43.46574402,-80.54946136,43.47706985,-80.537117,2.157210112,6.174665928,0.528393805,13798,,,,,77964777,6788082,861047,60640
07/07/16,1738.529785,4964.009766,,,,43.46505356,-80.54573822,43.47267914,-80.53743744,3.345740795,10.49007607,0.54230988,9494,,,,,80363062,4506928,184599,
08/07/16,1966.91394,7253.714355,,,,43.40534592,-80.5454483,43.59487152,-79.61211395,2.547287941,30.53002739,0.531507254,14094,,,,,67716603,6930855,938558,67872
09/07/16,1533.991577,751.9764404,,,,43.53881073,-79.61532593,43.53969193,-79.61421204,1.556776047,9.970767975,0.504876256,4056,,,,,78035890,1105250,,
10/07/16,1944.50708,7278.1875,,,,43.40759277,-80.54535675,43.56644821,-79.61436462,4.981437206,37.89033508,0.55542779,13934,,,,,71883467,8780526,,
11/07/16,2096.11499,12472.26074,,,,43.46548843,-80.54891205,43.47628784,-80.53619385,1.09698534,3.810642958,0.51039201,20559,67,67,67,,72181423,8862492,953172,
12/07/16,1790.365967,6243.450195,,,,43.46566772,-80.55010986,43.47275162,-80.53629303,2.241842747,3.80032897,0.505667865,10697,,,,,79448046,5090253,290325,
13/07/16,1713.328857,2884.626953,,,,43.40454865,-80.54292297,43.59503555,-79.58414459,5.167179108,31.11058044,0.521536171,6690,,,,,71765326,3397121,468682,
14/07/16,2074.277344,6672.657227,,,,43.53881073,-114.1408386,53.30811691,-79.55265045,2.709616661,262.7122498,0.500100017,16355,,,,,44784809,10498751,279909,
15/07/16,1902.68689,5145.368164,,,,50.93958664,-116.1809998,51.42305374,-114.0004501,5.568257332,32.19287109,0.500099957,12416,,,,,57037225,7896106,,48373
16/07/16,1947.239868,6724.639648,,,,51.38056564,-116.5410843,51.49752045,-116.1779175,2.349239349,20.44008827,0.530848324,16297,,,,,56884856,8731887,,
17/07/16,2117.259277,8744.748047,,,,51.14471054,-116.2475815,51.42991257,-115.5554276,2.255304098,22.0150547,0.518844843,19828,,,,,55096133,11771719,60145,
18/07/16,1805.14856,4220.438477,,,,51.1681366,-116.1908188,51.430336,-115.5679321,2.24988842,22.84000969,0.502195179,11767,,,,,62850407,6170930,,
19/07/16,1876.169678,5476.099609,,,,51.13469696,-117.071373,52.17466736,-115.4067993,2.904300213,30.12239647,0.509215057,14978,,,,,54516759,7498979,,
20/07/16,1739.269653,3099.459961,,,,52.18347931,-118.090477,52.92243958,-117.0644836,4.228486061,31.22205734,0.500099957,10344,,,,,55308097,4812736,62631,
21/07/16,1876.150635,4896.894043,,,,52.82794952,-118.1020203,52.92766953,-118.0531387,1.998492122,21.3500843,0.500099957,15442,,,,,57557921,7353643,62827,
22/07/16,1587.749023,2066.988037,,,,52.20179367,-118.0948944,52.87931442,-117.2230148,6.853367329,34.49974823,0.51039201,13108,,,,,84266637,2133363,,
23/07/16,1480.298584,140.3978577,,,,49.03369141,-123.1809998,53.03209305,-118.0590057,10.17632008,40.51027679,0.500099957,5886,,,,,86268668,131332,,
24/07/16,1641.78894,3912.5354,,,,43.41028214,-123.1863327,49.19547653,-79.59358978,1.29134655,30.56005859,0.5,10261,,,,,83357648,3042352,,
25/07/16,1719.930054,4828.48877,,,,43.46500778,-80.54856873,43.4751358,-80.53721619,2.332318783,4.420045376,0.520864666,8992,,,,,80518384,4596176,,
26/07/16,1751.767944,4884.87207,,,,43.46504593,-80.5453949,43.47278976,-80.53607178,1.085616708,2.62007618,0.52392745,9679,,,,,75385735,3384953,680625,104708
27/07/16,1947.288208,7002.40625,,,,43.41015625,-80.54967499,43.47647095,-80.43741608,2.658548594,12.9400034,0.61032778,11532,,,,427391,70095599,7822546,,313162
28/07/16,1765.807129,5129.222656,,,,43.46556091,-80.56802368,43.47442245,-80.53681946,1.251498461,17.91111755,0.501597464,9789,,,,,77933985,5087747,131019,
29/07/16,1589.904175,1806.426514,,,,43.46569443,-80.54292297,43.47223282,-80.53720093,0.795133293,0.839999974,0.750266612,4304,,,,,82787273,1399137,308664,
30/07/16,1707.952026,5156.266113,,,,43.46573639,-80.54273987,43.47266769,-80.537117,0.718997061,1.019656777,0.509607673,9117,,,,,79980346,4004444,128553,
31/07/16,1645.265015,2496.525146,,,,43.46227264,-80.54310608,43.47223282,-80.53729248,0.69078356,0.843089521,0.611882329,6694,,,,,78272388,1862542,437679,137936
01/08/16,1590.699341,1607.87439,,,,43.4650383,-80.54322052,43.47269821,-80.5368576,0.815609574,0.960052073,0.670074582,4550,,,,,81253007,1679797,127249,123673
02/08/16,1497.748047,21.46784592,,,,43.4656105,-80.54286957,43.46604538,-80.54232788,3.803473473,7.49801302,0.50774008,2141,,,,,81539215,223755,,132000
03/08/16,1707.888062,3540.544922,,,,43.46222305,-80.54623413,43.47229385,-80.5368576,2.016210556,5.090245724,0.512445092,8391,,,,,77688753,3318098,455366,
04/08/16,1675.767578,4057.693604,,,,43.46528625,-80.56828308,43.47451019,-80.53707123,1.755555034,15.94005013,0.500899196,7463,,,,,79779649,3765265,,
05/08/16,1598.43396,1641.610596,,,,43.46508789,-80.5454483,43.47195435,-80.54144287,0.844197154,1.341342688,0.500899196,5020,,,,,77084012,2002917,,186921
06/08/16,1622.468628,1823.859863,,,,43.46525192,-80.54334259,43.47219849,-80.5368576,1.464548707,2.573285818,0.58549124,5083,,,,,79202156,1533770,432225,145787
07/08/16,1492.456299,112.2410507,,,,43.46537781,-80.54312134,43.46611404,-80.54232025,2.556755066,4.820373535,0.701141894,3127,,,,,82930150,356562,,
08/08/16,1635.338013,2646.318604,,,,43.46359634,-80.54626465,43.47271729,-80.53703308,1.493184566,9.490020752,0.504876256,6180,,,,,79146457,2364604,287093,
09/08/16,1542.648193,815.7435913,,,,43.46413803,-80.54306793,43.46627045,-80.54199982,1.107498884,3.120400429,0.51009798,4493,,,,,79849513,1293034,,
10/08/16,1737.253418,3533.352783,,,,43.46548843,-80.54647827,43.47254181,-80.53729248,0.950078607,2.072413921,0.582151175,8197,,,,,77972918,3417538,657642,
11/08/16,1788.852539,3367.800537,,,,43.29428101,-80.54988098,43.68720245,-79.5687027,5.328147888,32.99260712,0.629999995,11937,,,,,62040274,4680444,519463,
12/08/16,1711.849609,2546.214844,,,,19.02717972,-0.458464116,51.4702301,72.87458038,5.874289989,19.74260902,0.886002243,10426,,,,,64777474,4414998,12563,
13/08/16,1642.646729,3466.476074,,,,19.04466057,72.8191452,19.07455444,72.83424377,1.058454275,1.323215842,0.546259999,9820,,,,,74311640,3137091,,
14/08/16,1503.564453,200.8723602,,,,19.06857491,72.82801819,19.06891441,72.82884979,2.323316574,2.323316574,2.323316574,3377,,,,,82399147,564823,,
15/08/16,1495.969116,244.5675659,,,,18.91423035,72.79290771,19.06903458,72.86464691,3.712377071,26.36001778,0.519999981,3876,,,,,68207838,418058,,
16/08/16,1615.578857,1078.992798,,,,18.99802589,72.81310272,19.08162689,72.83705139,6.222205162,27.42072868,0.50999999,6651,,,,,69387185,2149176,220196,
17/08/16,1723.551025,3044.298828,,,,18.98917389,72.81235504,19.07368851,72.83778381,5.2018466,26.99817848,0.509607673,6498,,,,1913504,64511738,2569438,,
18/08/16,1641.803589,1422.789185,,,,19.02636147,72.8239975,19.07704163,72.86430359,4.359235764,18.92002296,0.5,9261,,,,,69682002,3108946,8516,
19/08/16,1538.160889,564.8531494,,,,19.04584885,72.82083893,19.10591125,72.8368988,3.274297476,10.98284531,0.500099957,6301,,,,,66823743,1191112,,
20/08/16,1580.757568,1337.758911,,,,18.92648315,72.80735779,19.10645676,72.83667755,4.157877922,32.26419067,0.523450077,4752,,,,,68687732,1982165,,
21/08/16,1569.234253,883.8464966,,,,18.98928833,72.81224823,19.06899452,72.84751892,3.006534576,27.67018127,1.330150366,5844,,,,,75845535,1772944,,
22/08/16,1572.542847,1113.486572,,,,19.04567337,72.81996155,19.10650253,72.83461761,4.13592577,14.56003094,0.50289166,6014,,,,,74268985,1849880,,
23/08/16,1538.057373,398.7957458,,,,18.98950768,72.81377411,19.07094193,72.87184143,5.707438946,26.24855042,0.529999971,4653,,,,,68020733,1207501,,
24/08/16,1565.616821,550.565918,,,,19.02297592,72.82253265,19.06939507,72.86388397,,,,5028,,,,,74138605,1705030,,
25/08/16,1505.15625,150.1855164,,,,19.06851196,72.82830048,19.06967545,72.83014679,,,,2948,,,,,81119865,591183,,
26/08/16,1578.243896,2293.685547,,,,19.04018402,72.82087708,19.0715065,72.86466217,,,,3855,,,,610632,76244871,1299682,,
27/08/16,1674.794922,2393.313965,,,,19.04093933,72.82312775,19.07105827,72.87164307,,,,8328,,,,,70044986,3114307,279415,
28/08/16,1717.452637,5770.499023,,,,19.0479908,72.81998444,19.06939507,72.82892609,3.142564297,6.40440464,1.108196735,10723,,,,,77138255,4526832,,
29/08/16,1681.152222,3649.801758,,,,19.04201698,72.82196045,19.07133102,72.86512756,4.985979557,15.10999966,0.616603613,9047,,,,,71190550,3869810,,
30/08/16,1700.181519,3471.621338,,,,18.93717575,72.80805969,19.08020782,72.8707962,4.025959015,21.29039764,0.500899196,9683,,,,,59228665,3405733,278456,16106
31/08/16,1591.180786,1301.452881,,,,18.92864799,72.80458069,19.10457993,72.86451721,5.201732635,30.0210495,0.528015137,4857,,,,,59226217,2197301,,
01/09/16,1732.28894,9397.831055,,,,19.04866982,72.82176971,19.06966209,72.84664154,5.488258362,15.11246109,0.538516462,7615,,,,1483219,76978072,3012918,,
02/09/16,1575.031006,967.6481323,,,,19.04588127,72.81975555,19.07244301,72.83209229,2.943049669,10.44804764,0.510881543,4765,,,,,73990966,1894216,,
03/09/16,1711.000122,5176.580078,,,,19.05927277,72.82169342,19.06895638,72.82860565,4.452125549,8.023122787,2.029999971,9947,,,,,78827826,3208880,297027,
04/09/16,1542.651978,602.5253906,,,,19.06866455,72.82826996,19.06914139,72.82859039,2.468634129,4.001699448,0.74000001,5145,,,,,78628242,1291358,,
05/09/16,1546.798828,840.3499756,,,,19.04574203,72.81978607,19.06899452,72.82846832,2.712477207,9.005026817,1.158792496,4505,,,,,79911957,1353768,,
06/09/16,1520.500244,352.4321899,,,,19.04017448,72.82382202,19.06898689,72.86450195,5.907010078,15.72011471,0.500899196,4449,,,,,76181962,879592,,
07/09/16,1591.356323,3601.936768,,,,19.04593086,72.81970978,19.06901169,72.82847595,3.920941114,11.56001759,0.725603163,4323,,,,834542,76285267,1204256,38735,
08/09/16,1803.888306,5377.016602,,,,19.03989029,72.82218933,19.07154274,72.86476135,3.673938274,18.15070534,0.586685538,14040,,,,,71338234,6155184,,
09/09/16,1549.74292,586.9315796,,,,19.04576492,72.82089996,19.06904411,72.82862091,1.71728003,7.243044853,0.660302997,3579,,,,,76784027,1425226,,
10/09/16,1700.390381,2465.599609,,,,12.98499584,72.8239212,19.10318947,77.7121048,4.756046772,20.0878067,0.500399828,6878,,,,,64703300,3520761,196657,
11/09/16,1666.307007,1901.074341,,,,12.91981506,77.53916931,12.98882294,77.63843536,2.095322847,17.77112579,0.509607673,8049,,,,,65941106,3166199,177360,
12/09/16,1608.180054,2036.421265,,,,12.92517567,77.62696075,12.94021893,77.63777161,2.470936537,13.01009655,0.503587127,7218,,,,,72534936,2494970,7853,
13/09/16,1641.400146,2806.398438,,,,12.9357214,77.62666321,12.94028568,77.63063049,2.014385223,9.19654274,0.520096123,8239,,,,,76035692,2824328,132030,
14/09/16,1630.485107,2531.754883,,,,12.92503834,77.62510681,12.94090652,77.63772583,2.886757135,14.35611439,0.500099957,5468,,,,,77012770,2638910,127338,
15/09/16,1556.580566,1077.651978,,,,12.92516232,77.62709045,12.94010067,77.63741302,2.109471321,12.25108147,0.501597464,3578,,,,,80702334,1470749,,
16/09/16,1580.27832,2021.376587,,,,12.9250803,77.62674713,12.93956184,77.63743591,1.740644932,9.447820663,0.50695169,4350,,,,,80009378,1527591,120906,
17/09/16,1502.107178,517.2658081,,,,12.93836594,77.62845612,12.94216442,77.63253784,1.55784142,11.84108162,0.504876256,2777,,,,,80087697,487356,,
18/09/16,1578.960327,1438.30188,,,,12.92762184,77.59402466,12.98245049,77.64162445,2.408230543,17.1805706,0.500899196,6513,,,,,68991942,1963960,,
19/09/16,1668.491699,3731.893311,,,,12.92124939,77.61473846,12.94010067,77.63632202,1.490871191,6.05161953,0.528015137,7013,,,,,80127756,3474600,,
20/09/16,1645.130859,3107.892822,90.86063385,150,60,12.92261219,77.62664032,12.93962002,77.63624573,1.312331676,6.961214066,0.504876256,6221,,,,,77373786,2857771,119945,
21/09/16,1641.319946,3298.250244,82.71006775,133,60,12.92261219,77.62661743,12.93939304,77.63626862,3.43984437,12.4695034,0.610737264,6695,,,,,75921917,3131510,,
22/09/16,1726.288696,4959.009766,85.65711212,132,64,12.92497921,77.62670898,12.93954372,77.63625336,2.768651962,8.854434013,0.516623676,9449,,,,,75714444,4714652,,
23/09/16,1766.015381,1941.067261,71.86969757,127,50,12.9250021,72.82667542,19.10201073,77.70898438,3.011808157,24.87039566,0.50209558,7142,,,,1832699,62762496,3355153,61051,
24/09/16,1493.51416,55.27310562,94.34571075,149,55,19.06855583,72.82818604,19.06880188,72.82861328,,,,3160,,,,,80873023,377565,,
25/09/16,1626.831665,1586.404663,90.90005493,131,67,12.92763329,72.82389069,19.09993744,77.7110672,25.72475624,216.9800568,0.542033195,6335,,,,,65553970,2572699,114943,
26/09/16,1657.842773,3112.016357,86.67112732,137,56,12.9251852,77.62669373,12.93967152,77.63766479,3.794864655,9.075642586,0.51009798,6620,,,,,78072252,3008619,120113,
